Price,Location,Rooms
15.000 TL,Döşemealtı/Yeniköy,1+1
10.000 TL,Gazipaşa,1+1
24.000 TL,Kepez/Erenköy,2+1
20.000 TL,Manavgat/Sarılar,1+1
20.000 TL,Alanya/Beldeler,1+1
18.000 TL,Alanya,1+1
25.000 TL,Aksu,2+1
30.000 TL,Finike,1+1
20.000 TL,Döşemealtı/Yeniköy,2+1
17.500 TL,Aksu,1+1
20.000 TL,Aksu,2+1
20.000 TL,Aksu,1+1
13.000 TL,Kumluca,1+1
18.000 TL,Aksu,1+1
25.000 TL,Aksu,2+1
17.000 TL,Aksu,1+1
17.000 TL,Manavgat/Sarılar,1+1
22.000 TL,Kepez/Varsak,2+1
25.000 TL,Kepez/Erenköy,2+1
28.000 TL,Aksu,1+1
20.000 TL,Aksu,1+1
15.000 TL,Döşemealtı/Yeniköy,2+1
20.000 TL,Finike,2+1
15.000 TL,Döşemealtı/Yeniköy,1+1
20.000 TL,Döşemealtı/Yeniköy,1+1
18.000 TL,Finike/Beldeler,2+1
19.000 TL,Kepez/Varsak,2+1
22.000 TL,Muratpaşa/Eskisanayi,1+1
13.500 TL,Döşemealtı/Yeniköy,1+1
20.000 TL,Manavgat/Sarılar,2+1
22.500 TL,Aksu,2+1
25.000 TL,KepezVarsak,1+1
16.000 TL,Kepez/Erenköy,1+1
17.000 TL,Alanya/Beldeler,1+1
15.000 TL,Kepez/Varsak,1+1
20.000 TL,Kepez/Varsak,2+1
16.000 TL,Kepez/Varsak,2+1
14.000 TL,Döşemealtı/Yeniköy,1+1
30.000 TL,Manavgat/Sarılar,4+1
15.000 TL,Finike/Beldeler,1+1
25.000 TL,Kepez/Erenköy,2+1
17.000 TL,Döşemealtı/Yeniköy,1+1
17.000 TL,Döşemealtı/Yeniköy,1+1
21.000 TL,Kepez/Erenköy,2+1
17.500 TL,Döşemealtı/Yeşilbayır,1+1
22.000 TL,Kepez/Merkez,2+1
12.000 TL,Alanya,2+1
25.000 TL,Kaş/Köyler,2+1
15.000 TL,Kumluca,2+0
20.000 TL,Kumluca,2+1
15.000 TL,Döşemealtı/Yeniköy,1+1
22.000 TL,Kepez/Erenköy,2+1
20.000 TL,Döşemealtı/Yeniköy,2+1
15.000 TL,Kumluca,2+1
20.000 TL,Döşemealtı/Yeniköy,2+1
20.000 TL,Kepez/Sütçüler,1+1
20.000 TL,Kepez/Sütçüler,1+1
25.000 TL,Alanya,3+1
22.000 TL,Manavgat/Sarılar,1+1
28.000 TL,Döşemealtı/Yeşilbayır,3+1
25.000 TL,Aksu,2+1
19.000 TL,Kepez/Erenköy,2+1
16.500 TL,Döşemealtı/Yeniköy,1+1
20.000 TL,Kumluca,2+1
22.000 TL,Kepez/Varsak,1+1
25.000 TL,Alanya,2+1
18.000 TL,Gazipaşa,2+1
35.000 TL,Kumluca,1+1
16.500 TL,Aksu,1+1
18.000 TL,Finike/Beldeler,1+1
20.000 TL,Kepez/Varsak,1+1
25.000 TL,Aksu,2+1
35.000 TL,Kepez/Merkez,2+1
18.500 TL,Kepez/Sütçüler,1+1
15.000 TL,Finike,1+1
47.500 TL,Manavgat,2+1
22.000 TL,Alanya/Beldeler,2+1
30.000 TL,Aksu,2+1
20.000 TL,Döşemealtı/Yeniköy,2+1
21.000 TL,Döşemealtı/Yeniköy,2+1
20.000 TL,Kepez/Varsak,2+1
15.000 TL,Aksu,1+1
23.000 TL,Aksu,2+1
24.000 TL,Kepez/Varsak,2+1
27.000 TL,Manavgat,2+1
25.000 TL,Kepez/Sütçüler,2+1
20.250 TL,Kepez/Erenköy,2+1
25.000 TL,Manavgat/Sarılar,2+1
20.000 TL,Kepez/Erenköy,1+1
22.000 TL,Döşemealtı/Yeniköy,2+1
20.000 TL,Kepez/Erenköy,2+1
16.000 TL,Kepez/Varsak,1+1
33.000 TL,Alanya/Beldeler,4+1
18.000 TL,Kepez/Varsak,2+1
14.000 TL,Döşemealtı/Merkez,1+1
18.000 TL,Kepez/Varsak,2+1
25.000 TL,Aksu,2+1
15.500 TL,Kepez/Varsak,1+1
17.500 TL,Kepez/Varsak,2+1
30.000 TL,Kepez/Varsak,5+1
15.000 TL,Kepez/Sütçüler,1+1
10.000 TL,Alanya,1+1
15.750 TL,Aksu,1+1
20.000 TL,Kepez/Varsak,1+1
16.000 TL,Alanya/Beldeler,1+1
11.000 TL,Alanya,1+1
20.000 TL,Alanya,1+1
30.000 TL,Alanya,2+1
25.000 TL,Aksu,2+1
30.000 TL,Aksu,3+1
15.000 TL,Alanya/Beldeler,2+1
22.000 TL,Kepez/Varsak,2+1
19.999 TL,Kepez/Sütçüler,2+1
16.500 TL,Döşemealtı/Yeniköy,2+1
23.000 TL,Döşemealtı/Yeniköy,2+1
25.000 TL,Manavgat/Ilıca,1+1
19.000 TL,Döşemealtı/Yeniköy,2+1
25.000 TL,Kepez/Varsak,2+1
21.000 TL,Kepez/Varsak,2+1
20.000 TL,Alanya,1+1
20.000 TL,Kepez/Sütçüler,1+1
25.000 TL,Aksu,2+1
15.000 TL,Alanya,1+1
19.000 TL,Kepez/Erenköy,2+1
15.000 TL,Finike,1+1
15.000 TL,Kepez/Varsak,1+1
19.000 TL,Kepez/Varsak,2+1
27.000 TL,Manavgat,2+1
14.000 TL,Döşemealtı/Yeniköy,1+1
16.500 TL,Kepez/Varsak,2+1
18.000 TL,Kepez/Merkez,1+1
26.000 TL,Kepez/Erenköy,2+1
19.500 TL,Aksu,1+1
17.000 TL,Kepez/Varsak,2+1
21.000 TL,Aksu,1+1
13.000 TL,Döşemealtı/Merkez,1+1
14.000 TL,Döşemealtı/Yeniköy,1+1
15.000 TL,Manavgat,1+1
25.000 TL,Aksu,1+1
16.500 TL,Kepez/Erenköy,1+1
17.000 TL,Kepez/Erenköy,1+1
25.000 TL,Alanya/Beldeler,2+1
13.000 TL,Döşemealtı/Merkez,1+1
30.000 TL,Muratpaşa/Meltem,2+1
27.500 TL,Kepez/Merkez,1+1
14.000 TL,Alanya/Beldeler,1+1
21.000 TL,Kepez/Varsak,2+1
22.000 TL,Kepez/Varsak,2+1
22.000 TL,Muratpaşa/Lara,1+1
28.000 TL,Muratpaşa/Lara,2+1
15.000 TL,DöşemealtıYeniköy,2+1
17.000 TL,Kepez/Sütçüler,1+1
32.000 TL,Konyaaltı/Arapsuyu,1+1
20.000 TL,Serik,1+1
20.000 TL,Kepez/Varsak,1+1
15.000 TL,Döşemealtı/Yeniköy,1+1
18.500 TL,Kepez/Sütçüler,1+1
32.000 TL,Manavgat/Sarılar,4+1
30.000 TL,Alanya/Beldeler,3+1
14.000 TL,Muratpaşa/Yenigün,2+1
18.000 TL,Kepez/Erenköy,1+1
17.000 TL,Döşemealtı/Yeniköy,2+1
12.000 TL,Alanya/Beldeler,2+1
14.000 TL,Döşemealtı/Merkez,1+1
27.500 TL,Aksu,2+1
14.500 TL,Finike/Beldeler,1+1
13.500 TL,Finike/Beldeler,1+1
18.000 TL,Döşemealtı/Yeniköy,2+1
30.000 TL,Finike/Beldeler,2+1
20.000 TL,Finike/Beldeler,3+1
16.000 TL,Kepez/Yeniemek,1+1
24.000 TL,Kepez/Erenköy,2+1
17.000 TL,Döşemealtı/Yeniköy,1+1
30.000 TL,Muratpaşa/Bahçelievler,1+1
16.500 TL,Döşemealtı/Yeniköy,1+1
20.000 TL,Kepez/Varsak,2+1
25.000 TL,Döşemealtı/Yeniköy,2+1
25.000 TL,Manavgat/Ilıca,2+1
12.500 TL,Alanya/Beldeler,1+1
15.000 TL,Alanya/Beldeler,2+1
28.000 TL,Manavgat/Ilıca,1+1
21.000 TL,Alanya/Beldeler,2+1
12.500 TL,Kepez/Varsak,1+1
16.000 TL,Manavgat,1+1
22.000 TL,Kumluca,2+1
15.000 TL,Döşemealtı/Yeniköy,1+1
20.000 TL,Finike,2+1
17.250 TL,Döşemealtı/Yeniköy,2+1
20.000 TL,Aksu,2+1
24.000 TL,Aksu,2+1
30.000 TL,Muratpaşa/Gençlik,1+1
15.000 TL,Finike/Beldeler,1+1
20.000 TL,Muratpaşa/Yenigün,2+1
18.000 TL,Kepez/Erenköy,2+1
15.000 TL,Döşemealtı/Yeniköy,1+1
20.000 TL,Kumluca,2+1
15.000 TL,Kepez/Varsak,1+1
18.500 TL,Kepez/Varsak,2+1
15.000 TL,Döşemealtı/Yeniköy,1+1
50.000 TL,Aksu,4+1
20.500 TL,Finike/Beldeler,2+1
12.000 TL,Alanya/Beldeler,1+1
25.000 TL,Alanya/Beldeler,2+1
20.500 TL,Finike/Beldeler,2+1
17.000 TL,Döşemealtı/Yeniköy,2+1
23.000 TL,Döşemealtı/Yeniköy,2+1
18.000 TL,Alanya,2+1
21.000 TL,Döşemealtı/Yeniköy,2+1
21.000 TL,Döşemealtı/Yeniköy,2+1
28.000 TL,Manavgat,2+1
19.000 TL,Aksu,1+1
20.000 TL,Kepez/Varsak,2+1
17.000 TL,Kepez/Varsak,1+1
17.000 TL,Kepez/Varsak,1+1
20.000 TL,Kepez/Varsak,2+1
18.000 TL,Kumluca/Köyler,2+1
11.500 TL,Döşemealtı/Yeniköy,1+1
17.500 TL,Kepez/Erenköy,1+1
16.000 TL,Kepez/Varsak,1+1
23.000 TL,Kepez/Varsak,2+1
15.000 TL,Manavgat,1+1
16.000 TL,Alanya/Beldeler,1+1
17.000 TL,Finike,2+1
12.000 TL,Alanya/Beldeler,1+1
23.000 TL,Kepez/Merkez,1+1
20.000 TL,Kepez/Varsak,2+1
19.000 TL,Döşemealtı/Yeniköy,2+1
16.000 TL,Kepez/Varsak,2+1
23.000 TL,Muratpaşa/Eskisanayi,2+1
18.000 TL,Finike,2+1
20.000 TL,Kepez/Varsak,2+1
18.500 TL,Finike/Beldeler,2+1
23.000 TL,Serik,2+1
23.750 TL,Serik,2+1
12.000 TL,Alanya,1+1
22.000 TL,Kepez/Varsak,2+1
20.000 TL,Kepez/Sütçüler,2+1
35.000 TL,Kepez/Erenköy,3+1
18.000 TL,Aksu,1+1
15.000 TL,Alanya/Beldeler,1+1
30.000 TL,Döşemealtı/Yeniköy,3+1
11.500 TL,Alanya/Beldeler,1+1
19.500 TL,Finike/Beldeler,2+1
14.000 TL,Finike/Beldeler,1+1
16.500 TL,Finike,2+1
23.000 TL,Kepez/Varsak,2+1
17.000 TL,Döşemealtı/Yeniköy,1+1
25.000 TL,Kepez/Erenköy,2+1
18.000 TL,Kepez/Varsak,1+1
32.000 TL,Manavgat/Sarılar,4+1
15.000 TL,Alanya,2+1
14.000 TL,Alanya,1+1
27.000 TL,Manavgat,2+1
21.000 TL,Aksu,2+1
30.000 TL,Aksu,2+1
18.000 TL,Döşemealtı/Merkez,1+1
29.000 TL,Alanya/Beldeler,2+1
28.000 TL,Konyaaltı/Arapsuyu,2+1
20.000 TL,Döşemealtı/Yeniköy,2+1
26.000 TL,Aksu,2+1
21.000 TL,Aksu,2+1
23.000 TL,Kepez/Varsak,2+1
18.000 TL,Aksu,2+1
30.000 TL,Muratpaşa/Bahçelievler,1+1
16.000 TL,Kepez/Varsak,1+1
17.000 TL,Aksu,1+1
38.000 TL,Konyaaltı/Arapsuyu,3+1
15.500 TL,Kepez/Varsak,1+1
21.000 TL,Kepez/Varsak,2+1
16.000 TL,Finike/Beldeler,1+1
18.000 TL,Finike/Beldeler,2+1
16.000 TL,Kepez/Erenköy,1+1
13.000 TL,Alanya/Beldeler,Stüdyo (1+0)
17.000 TL,Manavgat,1+1
21.000 TL,Manavgat,2+1
29.000 TL,Muratpaşa/Yenigün,2+1
18.000 TL,Alanya,1+1
26.000 TL,Kepez/Varsak,2+1
16.000 TL,Aksu,1+1
25.000 TL,Aksu,2+1
19.500 TL,Aksu,1+1
14.000 TL,Finike,1+1
15.000 TL,Kepez/Varsak,1+1
18.000 TL,Aksu,1+1
21.000 TL,Döşemealtı/Yeniköy,2+1
16.500 TL,Döşemealtı/Yeniköy,1+1
45.000 TL,Finike,2+1
19.000 TL,Kepez/Varsak,1+1
22.000 TL,Kepez/Düdenbaşı,1+1
17.000 TL,Aksu,1+1
17.000 TL,Aksu,1+1
20.000 TL,Döşemealtı/Yeniköy,2+1
15.000 TL,Kepez/Varsak,1+1
15.000 TL,Kepez/Varsak,1+1
29.000 TL,Döşemealtı/Yeniköy,5+1
15.000 TL,Döşemealtı/Yeniköy,1+1
15.000 TL,Alanya,1+1
15.000 TL,Finike,1+1
15.000 TL,Kepez/Varsak,1+1
19.000 TL,Kepez/Erenköy,2+1
17.000 TL,Kepez/Varsak,1+1
18.000 TL,Kepez/Varsak,1+1
22.000 TL,Alanya,2+1
13.000 TL,Finike/Beldeler,1+1
17.000 TL,Kepez/Sütçüler,1+1
17.000 TL,Kumluca,2+1
13.000 TL,Alanya,1+1
24.000 TL,Kepez/Erenköy,2+1
25.000 TL,Kepez/Varsak,2+1
17.000 TL,Alanya/Beldeler,1+1
10.000 TL,Alanya,1+1
15.000 TL,Alanya,2+1
18.000 TL,Kepez/Varsak,1+1
18.000 TL,Aksu,1+1
20.000 TL,Alanya,2+1
25.000 TL,Kepez/Erenköy,2+1
25.000 TL,Finike/Beldeler,2+1
65.000 TL,Finike,3.5+1
60.000 TL,Finike,2+1
35.000 TL,Finike,1+1
13.750 TL,Finike/Beldeler,1+1
32.000 TL,Muratpaşa/Meltem,2+1
16.000 TL,Döşemealtı/Yeniköy,1+1
28.000 TL,Alanya/Beldeler,3+1
30.000 TL,Manavgat,2+1
20.000 TL,Kepez/Erenköy,2+1
20.000 TL,Döşemealtı/Yeniköy,2+1
20.000 TL,Kumluca,2+1
25.000 TL,Kepez/Varsak,2+1
18.000 TL,Kepez/Erenköy,2+1
19.000 TL,Kepez/Varsak,1+1
13.500 TL,Döşemealtı/Yeniköy,1+1
25.000 TL,Kepez/Sütçüler,2+1
20.000 TL,Kepez/Varsak,2+1
18.000 TL,Alanya/Beldeler,2+1
25.000 TL,Kepez/Varsak,4+1
10.000 TL,Alanya/Beldeler,1+1
20.000 TL,Kepez/Sütçüler,2+1
23.000 TL,Kepez/Merkez,1+1
20.000 TL,Kumluca,2+1
17.500 TL,Gazipaşa,2+1
20.000 TL,Kepez/Dokuma,1+1
16.000 TL,Kepez/Varsak,2+1
21.500 TL,Kepez/Varsak,3+1
19.000 TL,Alanya/Beldeler,2+1
25.000 TL,Kepez/Merkez,1+1
20.000 TL,Manavgat/Sarılar,2+1
13.000 TL,Gazipaşa,1+1
20.000 TL,Kepez/Erenköy,2+1
17.000 TL,Alanya/Beldeler,1+1
16.900 TL,Aksu,1+1
25.000 TL,Muratpaşa/Eskisanayi,2+1
21.000 TL,Muratpaşa/Eskisanayi,1+1
22.000 TL,Manavgat,1+1
16.000 TL,Kepez/Varsak,1+1
24.000 TL,Kepez/Erenköy,2+1
30.000 TL,ManavgatIlıca,3+1
18.000 TL,Gazipaşa,2+1
20.000 TL,Aksu,1+1
18.000 TL,Kepez/Erenköy,2+1
25.000 TL,Döşemealtı/Yeniköy,3+1
28.000 TL,Manavgat/Ilıca,2+0
30.000 TL,Manavgat/Ilıca,3+1
30.000 TL,Manavgat/Ilıca,3+1
25.000 TL,Manavgat/Ilıca,2+1
27.500 TL,Manavgat/Ilıca,2+1
15.000 TL,Döşemealtı/Yeniköy,1+1
30.500 TL,Manavgat/Ilıca,2+1
40.000 TL,Alanya/Beldeler,3+1
27.000 TL,Manavgat,2+1
17.000 TL,Aksu,1+1
25.000 TL,Döşemealtı/Yeniköy,2+1
16.000 TL,Kepez/Sütçüler,1+1
17.500 TL,Kepez/Erenköy,1+1
23.000 TL,Kepez/Erenköy,2+1
23.500 TL,Aksu,1+1
35.000 TL,Kepez/Erenköy,3+1
13.000 TL,Aksu,1+1
20.000 TL,Aksu,1+1
29.000 TL,Aksu,1+1
29.000 TL,Aksu,2+1
25.000 TL,Kepez/Varsak,1+1
30.000 TL,Kepez/Varsak,3+1
14.000 TL,Döşemealtı/Yeniköy,1+1
15.000 TL,Döşemealtı/Yeniköy,1+1
18.000 TL,Kepez/Varsak,2+1
24.000 TL,Aksu,1+1
23.500 TL,Kepez/Varsak,3+1
18.000 TL,Aksu,1+1
22.000 TL,Kepez/Varsak,1+1
17.000 TL,Alanya/Beldeler,1+1
19.000 TL,Kepez/Sütçüler,1+1
18.000 TL,Kepez/Erenköy,2+1
20.000 TL,Kepez/Varsak,2+1
17.000 TL,Döşemealtı/Yeniköy,2+1
21.000 TL,Kepez/Erenköy,2+1
18.000 TL,Serik,2+1
16.000 TL,Aksu,1+1
25.000 TL,Kepez/Varsak,2+1
9.500 TL,Gazipaşa,1+1
18.000 TL,Döşemealtı/Yeniköy,2+1
85.000 TL,Alanya/Beldeler,1+1
13.000 TL,Alanya,1+1
30.000 TL,Aksu,2+1
20.000 TL,Finike/Beldeler,2+1
22.000 TL,Alanya,2+1
30.000 TL,Kepez/Merkez,2+1
20.000 TL,Gazipaşa,3+1
25.000 TL,Muratpaşa/Lara,2+1
25.000 TL,Manavgat/Sarılar,2+1
15.500 TL,Kepez/Varsak,1+1
17.500 TL,Kepez/Erenköy,1+1
20.000 TL,Kepez/Erenköy,2+1
35.000 TL,Kepez/Varsak,3+1
15.000 TL,Aksu,1+1
15.000 TL,Finike,2+1
20.000 TL,Kepez/Yeniemek,1+1
15.000 TL,Alanya,1+1
18.000 TL,Gazipaşa,2+1
16.000 TL,Kepez/Sütçüler,1+1
20.000 TL,Kepez/Düdenbaşı,1+1
28.000 TL,Manavgat/Ilıca,2+1
17.000 TL,Aksu,1+1
26.000 TL,Muratpaşa/Bahçelievler,1+1
16.000 TL,Alanya/Beldeler,1+1
35.000 TL,Aksu,2+1
35.000 TL,Muratpaşa/Lara,3+1
16.500 TL,Döşemealtı/Yeniköy,2+1
13.500 TL,Alanya/Beldeler,1+1
13.000 TL,Alanya,1+1
18.000 TL,Kepez/Varsak,1+1
27.000 TL,Kepez/Varsak,3+1
18.000 TL,Kepez/Yeniemek,2+1
21.000 TL,Aksu,1+1
15.500 TL,Alanya/Beldeler,2+1
15.000 TL,Kumluca,1+1
25.000 TL,Döşemealtı/Yeniköy,2+1
20.000 TL,Aksu,1+1
20.000 TL,Döşemealtı/Merkez,1+1
24.000 TL,Döşemealtı/Merkez,1+1
22.500 TL,Döşemealtı/Yeniköy,2+1
18.000 TL,Kumluca,2+1
20.000 TL,Kepez/Erenköy,1+1
20.000 TL,Finike,2+1
12.000 TL,Alanya,1+1
20.000 TL,Kepez/Varsak,2+1
18.000 TL,Gazipaşa,2+1
18.000 TL,Kepez/Erenköy,2+1
14.000 TL,Döşemealtı/Yeniköy,1+1
24.000 TL,Aksu,2+1
30.500 TL,Döşemealtı/Yeniköy,3+1
16.000 TL,Döşemealtı/Yeniköy,1+1
30.000 TL,Alanya/Beldeler,3+1
25.000 TL,Kepez/Varsak,2+1
16.000 TL,Kumluca,2+0
19.000 TL,Kepez/Varsak,1+1
24.000 TL,Serik,2+1
15.000 TL,Kepez/Varsak,1+1
16.500 TL,Kepez/Varsak,1+1
15.000 TL,Alanya/Beldeler,1+1
12.500 TL,Döşemealtı/Yeşilbayır,1+1
28.000 TL,Manavgat/Ilıca,2+1
15.000 TL,Aksu,1+1
23.500 TL,Kepez/Varsak,2+1
16.000 TL,Kepez/Varsak,1+1
18.000 TL,Döşemealtı/Merkez,1+1
160.000 TL,Finike,1+1
25.000 TL,Aksu,1+1
16.000 TL,Kepez/Erenköy,1+1
18.000 TL,Döşemealtı/Yeniköy,1+1
16.500 TL,Kepez/Varsak,1+1
25.000 TL,Gazipaşa,2+1
25.000 TL,Kepez/Yeniemek,2+1
27.500 TL,Finike/Beldeler,3+1
22.000 TL,Aksu,2+1
23.000 TL,Döşemealtı/Yeniköy,2+1
20.000 TL,Kepez/Varsak,1+1
23.000 TL,Kepez/Varsak,2+1
15.000 TL,Aksu,1+1
15.000 TL,Alanya,1+1
19.000 TL,Kepez/Erenköy,2+1
17.000 TL,Döşemealtı/Yeniköy,1+1
19.000 TL,Kepez/Merkez,1+1
17.250 TL,Kepez/Varsak,1+1
22.000 TL,Muratpaşa/Yenigün,2+1
22.000 TL,Alanya/Beldeler,1+1
19.000 TL,FinikeBeldeler,1+1
16.000 TL,Alanya,2+1
22.000 TL,Kepez/Varsak,2+1
15.000 TL,Finike/Beldeler,1+1
18.000 TL,Kepez/Varsak,1+1
20.000 TL,Finike/Beldeler,2+1
17.000 TL,Aksu,1+1
18.000 TL,Döşemealtı/Merkez,2+1
25.000 TL,Manavgat,1+1
16.000 TL,Döşemealtı/Yeniköy,1+1
20.000 TL,Kepez/Varsak,2+1
15.000 TL,Döşemealtı/Yeniköy,1+1
20.000 TL,Kepez/Erenköy,2+1
18.000 TL,Finike/Beldeler,2+1
15.000 TL,Gazipaşa,1+1
20.000 TL,Kepez/Varsak,2+1
15.000 TL,Döşemealtı/Yeniköy,1+1
13.500 TL,Döşemealtı/Merkez,1+1
16.000 TL,Kepez/Erenköy,1+1
35.000 TL,Aksu,3+1
50.000 TL,Finike,2+1
55.000 TL,Finike,3+1
17.000 TL,Alanya/Beldeler,2+1
20.000 TL,Alanya,2+1
20.000 TL,Finike/Beldeler,2+1
20.000 TL,Aksu,1+1
20.000 TL,Kepez/Varsak,2+1
16.000 TL,Kepez/Varsak,1+1
15.500 TL,Kepez/Varsak,1+1
29.000 TL,Aksu,2+1
24.000 TL,Aksu,1+1
25.000 TL,Demre/Kale(Demre),2+1
21.000 TL,Serik,2+1
18.500 TL,Manavgat/Taşağıl,3+1
25.000 TL,Gazipaşa,2+1
24.000 TL,Kepez/Varsak,1+1
18.000 TL,Kepez/Varsak,2+1
23.000 TL,Kepez/Varsak,2+1
30.000 TL,Manavgat/Sarılar,3+1
15.000 TL,Kepez/Erenköy,Stüdyo (1+0)
15.000 TL,Kepez/Varsak,1+1
20.000 TL,Kepez/Varsak,2+1
20.000 TL,Kepez/Merkez,1+1
18.500 TL,Kepez/Erenköy,1+1
24.000 TL,Kemer,2+1
21.000 TL,Kepez/Erenköy,2+1
25.000 TL,Döşemealtı/Yeniköy,1+1
13.500 TL,Döşemealtı/Yeniköy,1+1
16.000 TL,Kepez/Sütçüler,1+1
19.000 TL,Kepez/Varsak,2+1
25.000 TL,Alanya/Beldeler,2+1
16.000 TL,Gazipaşa,2+1
25.000 TL,Aksu,2+1
19.500 TL,Kepez/Erenköy,1+1
17.500 TL,Kepez/Varsak,2+1
25.000 TL,Manavgat,2+1
15.000 TL,Alanya,1+1
20.000 TL,Kepez/Erenköy,2+1
18.000 TL,Kepez/Varsak,2+1
18.000 TL,Kepez/Varsak,1+1
22.500 TL,Manavgat/Sarılar,2+1
20.000 TL,Kepez/Yeniemek,1+1
35.000 TL,Manavgat,2+1
18.000 TL,Döşemealtı/Yeniköy,2+1
25.000 TL,Aksu,2.5+1
45.000 TL,Finike,2+1
20.000 TL,Alanya,2+1
14.500 TL,Döşemealtı/Yeniköy,1+1
25.000 TL,Aksu,1+1
45.000 TL,Manavgat,3+1
16.000 TL,Manavgat,1+1
33.000 TL,Manavgat/Ilıca,2+1
22.000 TL,Alanya,1+1
14.000 TL,Döşemealtı/Merkez,1+1
19.000 TL,Kepez/Duraliler,2+0
15.000 TL,Kepez/Erenköy,1+1
16.000 TL,Kepez/Varsak,1+1
17.900 TL,Aksu,1+1
30.000 TL,Alanya,2+1
18.000 TL,Kepez/Varsak,2+1
18.000 TL,Aksu,1+1
20.000 TL,Kepez/Varsak,2+1
34.000 TL,Muratpaşa/Gençlik,2+1
17.900 TL,ManavgatIlıca,2+1
10.000 TL,Gazipaşa/Köyler,1+1
29.000 TL,Manavgat,2+1
25.000 TL,Aksu,1+1
15.000 TL,Kepez/Varsak,1+1
35.000 TL,Muratpaşa/Gençlik,2+1
35.000 TL,Alanya,2+1
20.000 TL,Finike/Beldeler,2+1
25.000 TL,Kepez/Erenköy,2+1
16.000 TL,Alanya,1+1
14.000 TL,Kepez/Duraliler,2+1
22.000 TL,Aksu,2+1
11.000 TL,Alanya/Beldeler,1+1
13.000 TL,Alanya/Beldeler,1+1
12.500 TL,Döşemealtı/Yeniköy,1+1
15.000 TL,Aksu,1+1
21.000 TL,Alanya/Beldeler,1+1
10.000 TL,Gazipaşa,1+1
20.000 TL,Gazipaşa,2+1
20.000 TL,Aksu,1+1
32.000 TL,Aksu,2+1
12.000 TL,Alanya,1+1
20.000 TL,Aksu,2+1
10.000 TL,Alanya,1+1
15.500 TL,Kepez/Varsak,1+1
20.000 TL,Serik,2+1
25.000 TL,Aksu,2+1
15.000 TL,Alanya/Beldeler,1+1
40.000 TL,Konyaaltı/Arapsuyu,2+1
14.000 TL,Döşemealtı/Yeniköy,1+1
12.000 TL,Alanya/Beldeler,1+1
15.000 TL,Döşemealtı/Yeniköy,1+1
19.500 TL,Kepez/Varsak,2+1
16.000 TL,Konyaaltı/Köyler,1+1
21.000 TL,Kepez/Merkez,2+1
23.000 TL,Döşemealtı/Yeniköy,2+1
25.000 TL,Aksu,2+1
29.000 TL,Manavgat/Ilıca,3+1
18.000 TL,KonyaaltıKöyler,1+1
18.000 TL,Muratpaşa/Eskisanayi,1+1
